"ARAX","ARAX_score","ARA_count","ARA_list","agg1","agg2","ara","aragorn","aragorn_score","biothings_explorer","biothings_explorer_score","causal_mechanism_qualifier","comp_clinical_evidence_score","comp_confidence_score","comp_novelty_score","edge_id","edge_object","edge_objectNode_cat","edge_objectNode_cats","edge_objectNode_name","edge_subjectNode_cat","edge_subjectNode_cats","edge_subjectNode_name","edge_type","edgeg_subject","improving_agent","improving_agent_score","normalized_score","object_aspect_qualifier","object_direction_qualifier","object_form_or_variant_qualifier","phrase","pk","predicate","primary_source","publications","publications_count","qualified_predicate","qualifiers","rank","result_counter","result_objectNode_cat","result_objectNode_id","result_objectNode_name","result_subjectNode_cat","result_subjectNode_id","result_subjectNode_name","subject_aspect_qualifier","subject_direction_qualifier","subject_form_or_variant_qualifier","sugeno_score","unsecret","unsecret_score","weighted_mean_score"
"false","0","1","infores:arax","infores:molepro","infores:arax","infores:arax","false","0","false","0","","N/A","1","N/A","infores:molepro:CHEBI:50885--biolink:treats--None--None--None--MONDO:0015129--infores:sider","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:ChemicalMixture; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","fludrocortisone acetate","one-hop","CHEBI:5102","false","0","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:sider","","0","","","1","1","biolink:Disease","MONDO:0015129","Addison Disease","biolink:SmallMolecule","CHEBI:5102","fludrocortisone acetate","","","","1","false","0","0.5"
"false","0","1","infores:unsecret-agent","","","infores:unsecret-agent","false","0","false","0","","N/A","1","N/A","medik:creative_edge#6","MONDO:0018479","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","congenital adrenal hyperplasia","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","false","0","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","2","2","biolink:Disease","MONDO:0018479","congenital adrenal hyperplasia","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","","","","1","true","1","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","CHEBI:5781-treats-MONDO:0015129-via_subclass","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:biothings-explorer","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:biothings-explorer","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","087cf9355d38f0e348e32378b9029530","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","one-hop","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:multiomics-clinicaltrials","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:biothings-repodb","infores:biothings-explorer","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","54923e56b4c4b081e5af2ba439c87cd9","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","one-hop","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:repodb","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","inferred-CHEBI:5781-treats-MONDO:0015129","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:biothings-explorer","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:creative_edge#41","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:creative_edge#58","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:creative_edge#64","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:creative_edge#205","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","creative","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:edge#336","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","one-hop","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugmechdb","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:edge#337","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","one-hop","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.782","true","0.941","","N/A","1","N/A","medik:edge#346","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:MolecularMixture","biolink:MolecularMixture; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:SmallMolecule; biolink:Drug; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","cortisol sodium phosphate","one-hop","CHEBI:5781","true","0.569","100","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:biothings-multiomics-clinicaltrials","","0","","","3","3","biolink:MolecularMixture","CHEBI:5781","cortisol sodium phosphate","biolink:Disease","MONDO:0015129","Addison Disease","","","","1","true","0.985","0.5"
